dump mydmp all atom 15000 dump.lammpstrj

#Equilibrate (all WCA)
velocity all create 236.51 1337 #Set the temperature to 236.51 K
fix 1 all nvt temp 236.51 236.51 100 #use a nose-hoover thermostat to keep the temperature at 236.51 K
timestep 0.1
thermo 1000
run 10000000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 1 steps, delay 1 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12.48
  ghost atom cutoff = 12.48
  binsize = 6.24, bins = 85 85 85
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 5.76 | 5.785 | 7.227 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
   5910000   240.31811      3.7304974      1337.074       4778.5328      0.060144824  
   5911000   231.84698      3.4786916      1402.4648      4722.4932      0.32892268   
   5912000   231.49055      6.0344318      1402.4863      4719.9716      0.31472767   
   5913000   235.86202      5.9594534      1406.5998      4786.5437      0.50691779   
   5914000   236.63489      6.9495442      1440.1041      4832.0938     -0.021261769  
   5915000   240.3986       9.6103634      1378.8975      4827.3877      0.26712575   
   5916000   231.91029      8.1708286      1426.7285      4752.3545      0.53747404   
   5917000   231.16634      5.6688746      1421.7476      4734.2295      0.26997131   
   5918000   236.86265      4.8250803      1427.9735      4821.0968      0.18039196   
   5919000   238.04713      4.770111       1446.4426      4856.455       0.37020398   
   5920000   241.1866       4.1029996      1359.8948      4814.1497      0.3214431    
   5921000   231.2032       7.8223151      1439.4852      4754.6478      0.41968078   
   5922000   234.36627      9.1722751      1417.0705      4778.8306     -0.044431943  
   5923000   236.7465       8.6731749      1420.6914      4816.0014      0.31583689   
   5924000   236.00553      9.9210179      1440.6181      4826.5764      0.16352634   
   5925000   234.94403      6.3920726      1385.6066      4752.8513     -0.0091504229 
   5926000   231.88461      6.0719518      1384.4602      4707.6201      0.20552226   
   5927000   234.17257      3.7463753      1427.2105      4780.7738     -0.061619527  
   5928000   239.6184       4.029001       1405.1321      4836.8802     -0.052463842  
   5929000   236.00828      2.63984        1433.7684      4812.4848      0.05089518   
   5930000   234.75411      2.7816771      1400.6256      4761.5431     -0.22848095   
   5931000   229.33681      6.7474117      1427.2771      4714.6664     -0.079250827  
   5932000   235.96377      10.086903      1435.3903      4820.9171     -0.037395058  
   5933000   239.22813      6.9679807      1443.5408      4872.645      -0.074520763  
   5934000   235.61812      6.1101446      1436.0949      4812.7004     -0.14343271   
   5935000   234.44893      5.3310565      1406.6174      4765.7187     -0.02949725   
   5936000   234.59046      10.19104       1420.3591      4786.345      -0.087541369  
   5937000   236.8173       9.7545223      1441.7661      4839.1702      0.032204939  
   5938000   240.55512      6.0151202      1434.8005      4881.9343      0.044787735  
   5939000   240.04982      6.0698733      1403.9074      4843.8676     -0.055426753  
   5940000   237.52541      6.0078301      1359.36        4763.1468      0.30175392   
   5941000   233.82603      4.2561452      1396.2336      4745.3495      0.005922508  
   5942000   237.80638      7.1898781      1399.0811      4808.0692      0.25215066   
   5943000   243.9793       5.657881       1368.6241      4864.3834     -0.10377328   
   5944000   238.36325      9.0315854      1402.6125      4821.4083      0.52946243   
   5945000   231.26167      6.2432924      1393.5231      4707.9432      0.3362883    
   5946000   232.42696      9.9047984      1402.743       4737.4939     -0.017855349  
   5947000   237.67796      9.4196864      1401.0354      4810.4163      0.15809836   
   5948000   238.58067      5.8391802      1423.581       4842.2946      0.55425109   
   5949000   236.22582      4.3969882      1421.4815      4805.0669      0.36890481   
   5950000   233.93603      5.8789289      1387.0644      4739.3766      0.068242     
   5951000   232.78111      4.8418477      1417.5096      4752.2637      0.26544409   
   5952000   237.89065      7.4365658      1442.3053      4852.7456      0.7001806    
   5953000   236.87702      5.9457028      1442.3487      4836.7982     -0.12443622   
   5954000   235.26796      6.3247385      1410.1997      4782.0108      0.21628932   
   5955000   234.41662      6.8127761      1395.0426      4755.1635      0.37341784   
   5956000   235.14986      9.3549614      1417.4262      4790.5782      0.26241114   
   5957000   242.23979      9.6912299      1410.8148      4885.7238      0.15918637   
   5958000   240.83805      8.5097851      1397.114       4850.7898     -0.060007072  
   5959000   235.79653      6.7054498      1404.6898      4784.4428      0.2392233    
   5960000   236.1688       4.4681296      1384.217       4767.0579      0.071680401  
   5961000   235.59569      5.1531593      1406.4601      4781.7878      0.029383695  
   5962000   239.77577      2.3086001      1410.9385      4843.2172      0.0034539032 
   5963000   241.20543      3.1922194      1438.9703      4892.5839     -0.099961459  
   5964000   239.88556      2.6208716      1401.5473      4835.7089      0.18622432   
   5965000   235.40026      7.3173621      1382.6845      4757.3808     -0.012702465  
   5966000   232.2619       9.7294411      1426.7382      4758.9526     -0.07479179   
   5967000   237.4683       10.969798      1412.5689      4820.5008     -0.0017929722 
   5968000   238.61234      9.3038347      1427.4968      4850.1281      0.33841413   
   5969000   235.78904      7.0393689      1406.3598      4786.3396     -0.22009885   
   5970000   232.10049      6.9908538      1382.4984      4709.6653     -0.056868234  
   5971000   234.32077      6.8510549      1401.7489      4760.5369      0.026013196  
   5972000   238.06722      10.991687      1398.4345      4814.9557      0.3475555    
   5973000   236.88657      6.6109603      1410.1915      4805.443       0.02228215   
   5974000   236.63287      7.1039083      1376.7359      4768.8511     -0.039944901  
   5975000   233.84512      8.6376417      1360.4961      4714.2666     -0.0053984618 
   5976000   231.16927      9.3840711      1396.8992      4713.1382      0.19616327   
   5977000   237.50804      4.6820964      1390.8195      4793.0321      0.26536015   
   5978000   239.00974      6.7166836      1419.7543      4845.4832      0.39058522   
   5979000   237.36258      5.4191384      1411.4027      4812.2716     -0.10637331   
   5980000   233.05227      6.78802        1417.608       4758.1872     -0.12885917   
   5981000   234.92714      7.5183571      1395.0724      4763.2018      0.62574264   
   5982000   234.53248      9.0117284      1423.8453      4787.8225     -0.05831469   
   5983000   236.73187      6.6445302      1435.6215      4828.6935      0.34857964   
   5984000   234.66826      6.6099447      1429.5655      4793.0832      0.070113113  
   5985000   232.09161      5.0676238      1399.326       4724.4427      0.13522295   
   5986000   234.21667      3.0307073      1409.6232      4763.1017      0.23387904   
   5987000   235.92035      7.1906328      1417.2479      4799.2572      0.30166676   
   5988000   238.49812      2.5239572      1402.6618      4816.8792      0.13171644   
   5989000   237.50003      3.9004459      1366.8037      4768.1201      0.053243892  
   5990000   235.04853      6.2524788      1345.3479      4713.9478     -0.042110743  
   5991000   237.78019      6.0362385      1361.3094      4768.7693      0.51166663   
   5992000   237.49849      6.1118124      1419.2274      4822.7331     -0.075993233  
   5993000   239.24797      8.4761453      1388.1161      4819.0123      0.072381948  
   5994000   235.4535       7.7238902      1394.9141      4770.7785      0.28149986   
   5995000   234.58126      8.2626146      1386.1262      4750.052      -0.16432691   
   5996000   233.10075      4.8847415      1426.2938      4765.6632      0.0049207287 
   5997000   236.45501      4.4393261      1433.6774      4820.5838      0.34129856   
   5998000   236.14083      5.7339417      1426.0328      4809.7394      0.32055638   
   5999000   234.92719      5.3340219      1396.9263      4762.8721     -0.39745574   
   6000000   230.67309      6.4510077      1425.1216      4731.3298      0.31861487   
   6001000   237.25761      7.2665576      1402.2094      4803.4241      0.32459147   
   6002000   237.6137       4.2018144      1455.76        4859.0038      0.0074688928 
   6003000   239.60727      8.1061628      1389.0239      4824.6899      0.042145102  
   6004000   234.27654      7.8223753      1411.8595      4770.9861      0.39936683   
   6005000   235.65662      5.9161432      1399.8183      4776.7806     -0.10073627   
   6006000   239.12469      4.7387303      1380.0355      4805.4307      0.19459609   
   6007000   237.21841      1.0261572      1419.1894      4813.6029      0.29548357   
   6008000   236.08262      4.6654778      1382.6717      4764.4772      0.0035565723 
   6009000   233.36946      3.1482765      1368.7913      4710.268       0.12243853   
   6010000   237.34632      3.8491793      1370.7471      4769.8135      0.16074088   
   6011000   236.69746      5.2762238      1431.0315      4822.243       0.34155345   
   6012000   236.12292      6.1152411      1429.3971      4813.2288     -0.14219861   
   6013000   235.4324       6.4152428      1406.8293      4781.0833      0.40392963   
   6014000   233.27782      7.9292373      1406.1031      4751.05        0.0045971638 
   6015000   235.34952      9.4042629      1408.6744      4784.7317      0.19738782   
   6016000   238.68729      3.5277523      1431.568       4849.4952      0.29324125   
   6017000   238.98612      3.2032143      1395.8752      4817.7528      0.072341701  
   6018000   232.2561       3.6660907      1424.8467      4750.9147     -0.22561631   
   6019000   233.55042      5.9852285      1403.3421      4750.2445      0.25826852   
   6020000   238.59009      5.9731078      1396.8587      4815.8409      0.37809675   
   6021000   243.33251      6.9675782      1387.1901      4875.0068      0.11593551   
   6022000   236.61929      4.7072468      1401.515       4791.0392     -0.3887849    
   6023000   233.97041      4.8938992      1376.4373      4728.2563      0.35746244   
   6024000   236.52762      5.62316        1381.8422      4770.971       0.42051032   
   6025000   239.50834      5.4869077      1392.0435      4823.675      -0.22545543   
   6026000   238.46164      6.4108792      1415.2122      4832.7948     -0.0082889077 
   6027000   235.67648      6.8194265      1397.8994      4776.0491      0.34090316   
   6028000   231.57458      9.8082701      1390.5549      4713.0161      0.078538588  
   6029000   234.18669      12.082636      1408.9544      4771.056      -0.033997406  
   6030000   235.8244       8.5682442      1439.0096      4821.0241      0.52188617   
   6031000   236.18649      5.3256155      1436.5999      4820.5514     -0.21819461   
   6032000   233.41608      6.9829083      1433.7373      4779.7157      0.15619906   
   6033000   233.34834      7.3855642      1392.4459      4737.8578      0.17308159   
   6034000   236.69426      6.6326675      1408.2484      4800.7704      0.42385349   
   6035000   237.35252      4.6397242      1440.8376      4840.7832     -0.030085684  
   6036000   241.02946      3.6201196      1367.9788      4819.503      -0.14150969   
   6037000   236.49471      6.7486266      1374.8642      4764.6478      0.29983827   
   6038000   235.63928      4.1440841      1382.5949      4757.537       0.35673142   
   6039000   239.11263      7.8333888      1394.6047      4822.9222     -0.031079873  
   6040000   240.60261      7.230094       1428.1387      4877.1669      0.23906955   
   6041000   239.95576      3.1034678      1396.5558      4832.2042     -0.05271049   
   6042000   234.14701      2.75274        1413.8212      4766.0253      0.060015435  
   6043000   234.3445       3.334079       1415.229       4770.8395      0.34597951   
   6044000   238.35832      6.1882272      1392.8727      4808.7546     -0.022322645  
   6045000   239.27531      3.7919319      1408.5404      4835.1434      0.33445164   
   6046000   237.11834      5.8983072      1429.9799      4827.834      -0.17684354   
   6047000   235.91162      5.3470236      1375.937       4755.9779     -0.017292901  
   6048000   234.10612      4.4042207      1380.6745      4733.945       0.26453325   
   6049000   237.32532      3.9840093      1406.7834      4805.6842      0.30121018   
   6050000   240.51271      1.7156135      1401.6805      4843.9081     -0.018209964  
   6051000   236.87848      3.1755261      1418.2819      4809.9822     -0.29527251   
   6052000   238.01055      2.5136058      1361.2414      4768.4739      0.4409692    
   6053000   234.30057      6.8153628      1413.8417      4772.305       0.22854933   
   6054000   237.64941      6.5044008      1397.2529      4803.3102     -0.079138211  
   6055000   237.60477      4.9234952      1411.5904      4815.4281      0.30636606   
   6056000   234.99787      5.0319068      1439.2211      4805.8758      0.077021878  
   6057000   234.53551      6.0313111      1417.9818      4779.0219      0.055571786  
   6058000   235.14196      8.9645125      1391.7612      4764.4097      0.27845252   
   6059000   230.47118      10.121732      1407.5977      4714.5883      0.14435654   
   6060000   234.909        8.2640666      1381.6581      4750.2737      0.17319183   
   6061000   235.97399      7.8386037      1439.5973      4823.0219      0.1470954    
   6062000   240.5296       5.2314132      1395.3431      4841.3282      0.20235978   
   6063000   235.32066      2.6152736      1427.074       4795.9295      0.3041946    
   6064000   233.88772      4.9478408      1411.1008      4761.7908     -0.36360704   
   6065000   235.35842      4.0496582      1405.6283      4776.4584      0.59909967   
   6066000   238.78105      3.2046362      1427.6582      4846.6037      0.37209258   
   6067000   237.64074      4.8897273      1435.8214      4840.1399     -0.17539284   
   6068000   234.29262      4.6551451      1415.5861      4771.7755      0.12059682   
   6069000   230.91827      6.2741469      1387.6107      4697.1493      0.34190669   
   6070000   236.20439      6.7934035      1352.0552      4737.7305      0.20865713   
   6071000   237.88512      6.4728935      1432.5667      4841.9642     -0.03348133   
   6072000   237.44778      4.7905878      1439.2931      4840.7523      0.17377033   
   6073000   234.41419      3.81617        1409.9618      4767.0512      0.31783797   
   6074000   235.74354      5.243948       1370.6024      4748.1359     -0.048197934  
   6075000   238.15221      3.131955       1394.2776      4804.1548     -0.1248595    
   6076000   238.46601      5.087414       1432.6933      4849.0149      0.41302712   
   6077000   236.69817      2.4801083      1437.406       4825.8315     -0.098148548  
   6078000   235.6654       3.7566815      1428.2105      4803.1389      0.019001356  
   6079000   237.08769      5.4889911      1390.8761      4787.8826      0.12126312   
   6080000   235.26299      6.221317       1404.5336      4776.1702      0.093724297  
   6081000   237.34029      2.4795952      1434.5337      4832.1442     -0.093883672  
   6082000   243.03855      2.954607       1395.6335      4875.232       0.20450382   
   6083000   238.11646     -0.0310016      1399.8888      4806.0917      0.12142703   
   6084000   236.74778      0.89687665     1371.8792      4759.4312      0.034343173  
   6085000   236.29428      1.9840947      1391.9428      4774.0947     -0.057458027  
   6086000   239.35438      1.0140629      1389.6448      4814.601       0.19344029   
   6087000   240.62215      0.97347051     1380.0974      4823.1484      0.16147823   
   6088000   232.34113      1.7040514      1430.1613      4755.4838     -0.035512957  
   6089000   232.74932      5.5371952      1376.4882      4711.483      -0.08525842   
   6090000   232.69119      5.6150654      1432.6127      4766.8537      0.36829247   
   6091000   236.54976      5.153466       1436.9778      4825.9536      0.08035978   
   6092000   235.59336      4.1230688      1453.6833      4827.9477      0.13709911   
   6093000   234.65452      5.5791484      1421.895       4784.1853      0.19720626   
   6094000   227.98456      1.6743957      1436.2821      4699.2546     -0.083939783  
   6095000   231.35029      4.2328892      1434.0627      4747.7401      0.29058419   
   6096000   236.86153      5.5437646      1429.9127      4823.7388      0.28988544   
   6097000   240.41621      4.0404862      1384.0161      4827.1882      0.49823911   
   6098000   233.10842      7.5546101      1437.1701      4779.3191     -0.11183295   
   6099000   233.48229      8.2036468      1416.0542      4764.2004      0.25597541   
   6100000   237.86381      9.2035101      1399.9721      4811.7955      0.43507343   
   6101000   241.87173      6.3477117      1409.8328      4876.1332      0.2159666    
   6102000   237.97866      7.9140193      1415.0771      4827.2538      0.07745932   
   6103000   236.16933      8.6316894      1373.3602      4760.3723      0.17860157   
   6104000   236.24294      13.161563      1380.484       4773.0789      0.34096787   
   6105000   238.24403      15.008614      1392.065       4815.1324      0.11624648   
   6106000   236.16444      9.712766       1442.7305      4830.7537     -0.15132045   
   6107000   237.59645      9.2423694      1402.1357      4810.1734      0.35728127   
   6108000   232.09311      6.7761881      1403.8329      4730.6796      0.19926875   
   6109000   232.18429      4.998238       1414.2822      4740.6552     -0.35390727   
   6110000   238.0597       2.3685744      1420.0807      4827.8712      0.10952563   
   6111000   238.00614      3.9340782      1423.6785      4832.2684      0.088326469  
   6112000   235.32778      6.5276164      1413.91        4786.7797     -0.082304125  
   6113000   233.53733      4.9258767      1420.8377      4766.4934      0.12013332   
   6114000   234.78293      4.3922992      1419.6908      4782.6312     -0.4113392    
   6115000   237.79369      3.3760518      1396.0899      4801.0827      0.073195046  
   6116000   236.47892      3.4909418      1403.0983      4789.3982      0.18475366   
   6117000   236.45825      3.8669303      1391.3891      4777.7693      0.18687883   
   6118000   236.15278      4.118146       1392.3072      4774.569      -0.075523596  
   6119000   241.03405      4.7706058      1386.595       4839.3354     -0.19278109   
   6120000   240.39613      4.1660532      1385.3895      4828.3998      0.088695156  
   6121000   234.8348       3.8045288      1414.4196      4777.5143      0.40344156   
   6122000   234.89182      5.7364454      1380.797       4746.6392      0.26486386   
   6123000   232.3736       4.5985018      1401.5372      4730.2186     -0.086966052  
   6124000   236.47021      8.1742495      1381.0908      4771.9494      0.10877453   
   6125000   237.07832      5.3694484      1440.1582      4836.911       0.28757424   
   6126000   237.6708       3.2182967      1440.7856      4843.8627      0.61025183   
   6127000   234.53993      2.2865953      1418.9929      4776.3515      0.14131172   
   6128000   232.15578      4.2755059      1410.8412      4736.0837      0.13486042   
   6129000   238.30247      4.7409541      1397.1371      4810.7728      0.33248975   
   6130000   242.85946      5.0128748      1398.3441      4877.4391      0.40522713   
   6131000   235.66173      2.8032737      1440.3751      4814.2977      0.29043664   
   6132000   237.55364      6.6458135      1368.4514      4773.2801      0.39305457   
   6133000   234.24637      6.8590881      1401.2001      4758.9318      0.053428967  
   6134000   239.99566      6.3876049      1395.6319      4835.1353      0.29221849   
   6135000   238.29891      6.7780026      1467.3305      4882.9524      0.24221631   
   6136000   240.68401      5.6385496      1401.8041      4850.4051      0.016984371  
   6137000   236.80175      3.8982503      1371.358       4762.6833      0.21096638   
   6138000   233.72192      5.1246295      1418.5012      4766.9962      0.06653993   
   6139000   238.29454      6.2479407      1413.066       4828.0953      0.10212535   
   6140000   240.82337      9.0627591      1408.3967      4862.4155     -0.15116385   
   6141000   236.70602      6.2404248      1429.9326      4822.2307     -0.15598377   
   6142000   231.87297      8.204286       1417.7872      4742.9129      0.20277668   
   6143000   232.84641      5.5904934      1426.0177      4762.4545     -0.055834593  
   6144000   239.81795      5.1952955      1399.2738      4835.0427     -0.16228895   
   6145000   236.53374      3.0084669      1451.4857      4838.0874      0.0050801038 
   6146000   238.02365      3.8880139      1405.7177      4814.512      -0.43815872   
   6147000   234.12054      5.5784326      1416.7967      4771.4478      0.19291417   
   6148000   236.93739      6.8311095      1398.1192      4794.3177      0.05711471   
   6149000   235.03906      8.5625258      1439.1681      4809.9427     -0.089226244  
   6150000   239.12224      7.4436142      1398.5336      4826.5986     -0.086407978  
   6151000   237.2151       11.534735      1423.7414      4828.6161     -0.11585437   
   6152000   237.81358      7.7010092      1404.0288      4813.6311      0.33282037   
   6153000   235.97546      8.3573128      1381.9984      4765.9628     -0.071778067  
   6154000   236.99446      3.2017788      1393.7255      4787.1111      0.21618714   
   6155000   240.51853      2.4068775      1372.1163      4815.1185      0.12450911   
   6156000   235.26381      6.5817252      1435.8953      4807.9041      0.17738105   
   6157000   236.1742       2.4969063      1431.4507      4812.3977      0.52300051   
   6158000   238.17814      2.0866077      1408.3907      4817.5936      0.061789914  
   6159000   234.98484      1.5560852      1415.9976      4778.9901      0.3479667    
   6160000   233.90657      1.7702885      1397.5038      4745.2859      0.41868423   
   6161000   233.16868      5.9364124      1435.2152      4776.608       0.62186882   
   6162000   237.68275      7.7368635      1428.0173      4835.7839      0.16682718   
   6163000   239.60764      5.5917439      1431.2016      4864.3584      0.25660739   
   6164000   238.79259      4.4839228      1429.2867      4849.6766      0.60467951   
   6165000   235.7637       5.7179297      1413.7146      4792.0104      0.43643691   
   6166000   235.45209      6.4613757      1397.0675      4771.6492      0.022946034  
   6167000   234.51282      7.0466318      1440.5265      4802.2573      0.69313325   
   6168000   240.64895      3.909574       1407.3882      4853.7587      0.072532234  
   6169000   236.46221      6.0132706      1437.942       4826.5253      0.083048397  
   6170000   232.41147      2.0709877      1413.5654      4740.261       0.12575377   
   6171000   233.61526      3.532104       1397.4022      4742.7791      0.16423022   
   6172000   234.60689      4.0129433      1431.9338      4791.9765     -0.054050779  
   6173000   239.32522      4.6155856      1400.2629      4828.4035      0.027869363  
   6174000   232.80802      5.786936       1466.8165      4802.9006     -0.081140242  
   6175000   234.27497      7.5990706      1431.4064      4790.2873     -0.24840001   
   6176000   236.12118      8.1594108      1405.3715      4791.2226     -0.15692397   
   6177000   236.85586      6.7995563      1446.2633      4841.264       0.26202924   
   6178000   237.25673      5.9145289      1450.4198      4850.27       -0.44896345   
   6179000   235.5742       7.2167741      1433.7271      4810.811      -0.32791631   
   6180000   233.63582      4.6441521      1415.7814      4762.5644      0.19792199   
   6181000   234.0184       4.2463454      1397.5279      4749.3858      0.063184378  
   6182000   236.17169      4.2711346      1412.1305      4794.8158     -0.40908362   
   6183000   241.84196      4.54749        1380.9882      4845.0625     -0.0064070518 
   6184000   238.20151      4.7610295      1410.5772      4822.7888      0.53399057   
   6185000   233.21483      8.315473       1413.6698      4758.1018     -0.1109639    
   6186000   235.30996      8.3078073      1371.0953      4745.4902      0.014924035  
   6187000   236.70552      9.4671764      1426.3468      4821.8645      0.56898975   
   6188000   239.22133      5.0150703      1432.1684      4859.2224      0.0071230749 
   6189000   236.88514      5.4924012      1412.3871      4806.4995      0.22951855   
   6190000   233.44248      5.7740669      1412.3377      4757.4849      0.53910847   
   6191000   235.14         3.7257229      1401.5622      4768.9439      0.42546828   
   6192000   239.42114      2.5957424      1434.2753      4861.7682      0.20828277   
   6193000   241.99147      2.1554353      1432.2834      4896.1044      0.22714365   
   6194000   237.4485       4.7955363      1415.2458      4816.7201      0.83941076   
   6195000   232.98541      4.9815674      1443.2527      4781.069       0.21136759   
   6196000   235.13405      7.2383516      1418.611       4789.4201      0.22475367   
   6197000   237.86517      4.1508794      1413.1366      4819.9267      0.24941532   
   6198000   237.9503       1.3872846      1446.7247      4851.9689      0.60858966   
   6199000   240.80356      5.0493576      1366.3172      4816.0392      0.27514116   
   6200000   233.48858      9.3654058      1400.911       4750.3089     -0.028076547  
   6201000   237.43872      5.5662178      1377.3317      4779.4369      0.098944602  
   6202000   239.95286      4.5940235      1416.15        4853.2475      0.46505885   
   6203000   238.85712      3.1297904      1452.0787      4872.0375      0.20902905   
   6204000   238.35687      2.5522036      1400.1387      4812.3639     -0.222809     
   6205000   236.22287      1.520535       1408.6135      4789.2802     -0.22102202   
   6206000   237.37046      3.0215273      1391.0306      4789.6146      0.12467018   
   6207000   235.22374      2.7542532      1423.4009      4791.0089      0.17658866   
   6208000   237.49627      1.3747104      1421.7132      4820.4501     -0.26946997   
   6209000   238.70416      0.90412356     1419.3968      4834.9419     -0.26735788   
   6210000   239.68364      1.2240235      1407.0747      4836.9511     -0.11458441   
   6211000   234.13835      1.2053569      1438.1848      4788.7176     -0.089654322  
   6212000   233.08604      1.5217818      1393.7776      4729.5736      0.019063706  
   6213000   235.53752      2.0562417      1377.0425      4748.4412     -0.18084107   
   6214000   236.98362      3.6913984      1436.5279      4830.248      -0.16370955   
   6215000   241.54117      4.409906       1390.9634      4850.5975     -0.17317526   
   6216000   238.94318      4.3414685      1391.473       4813.8745      0.23428818   
   6217000   236.1508       4.9223593      1389.0367      4772.0744      0.029904201  
   6218000   235.43138      6.0621385      1387.6327      4761.5189      0.032801529  
   6219000   237.38181      3.0938287      1424.0154      4822.834       0.10932726   
   6220000   243.88428      3.1750958      1394.38        4886.2971      0.12949288   
   6221000   235.86087      2.5589162      1431.2648      4807.7915      0.22902061   
   6222000   234.43191      8.0826042      1409.5281      4771.1374      0.57139045   
   6223000   237.36992      9.9634693      1378.1919      4783.7101      0.10793879   
   6224000   237.95399      7.5812435      1408.3464      4819.8375      0.33271773   
   6225000   236.54976      9.9614033      1462.6024      4856.3862      0.37455582   
   6226000   240.91231      11.413359      1448.5187      4906.1604      0.8336277    
   6227000   239.50813      9.4773828      1419.6727      4855.2917     -0.12431307   
   6228000   235.95841      7.839286       1391.734       4774.9366      0.43405301   
   6229000   235.61315      5.1079799      1393.195       4768.7274      0.60764873   
   6230000   237.12197      10.629954      1406.7877      4809.4255      0.39047629   
   6231000   241.19185      7.8266804      1412.6282      4870.6819      0.19396423   
   6232000   241.09887      5.7557956      1405.048       4859.7009      0.36131699   
   6233000   233.8676       3.4413149      1398.1962      4747.0918      0.46604922   
   6234000   236.15885      1.5433329      1373.2334      4753.0071     -0.05052554   
   6235000   237.03644      2.7395726      1419.7158      4813.2396      0.25153618   
   6236000   241.87785      2.2256743      1397.093       4859.3588      0.28437982   
   6237000   237.63005      1.8583978      1400.6906      4801.8248     -0.07142028   
   6238000   234.05477      5.4145408      1391.0477      4744.594       0.094318855  
   6239000   235.68479      4.1234325      1391.2621      4766.8346     -0.18772499   
   6240000   237.52269      1.4530095      1404.9291      4804.1222      0.03587794   
   6241000   238.43459      2.3120853      1410.6451      4823.7419     -0.11778044   
   6242000   236.7955       3.4026667      1397.1716      4787.912       0.016326207  
   6243000   231.66241      6.8601586      1388.1132      4708.8827     -0.41354748   
   6244000   233.28196      3.358905       1407.0929      4747.5286     -0.20022425   
   6245000   237.04566      5.090848       1432.4571      4828.4641     -0.23109338   
   6246000   237.6303       7.9846747      1414.7701      4822.0342     -0.05058881   
   6247000   235.03556      5.893747       1410.9287      4778.9844     -0.10876689   
   6248000   233.85805      9.3475529      1392.8716      4747.537      -0.29016639   
   6249000   235.10999      6.2893188      1405.3699      4774.8859     -0.14529325   
   6250000   242.37792      3.5564983      1373.9311      4844.6813     -0.036936573  
   6251000   236.79642      3.0459355      1404.4049      4794.8016      0.29738076   
   6252000   238.3396       3.4826629      1343.132       4756.0406      0.21522712   
   6253000   237.40923      2.6821782      1355.7948      4754.5941     -0.25370391   
   6254000   239.74068      2.9454648      1411.2284      4843.6421      0.077537659  
   6255000   241.46049      8.3625813      1414.24        4876.6725      0.74075217   
   6256000   235.79034      6.3376194      1426.243       4805.5396      0.16117278   
   6257000   235.8483       6.7578396      1403.0182      4783.5641      0.23802663   
   6258000   234.85919      5.5645256      1414.8206      4780.024       0.35206081   
   6259000   237.23774      2.0750073      1400.6101      4796.349       0.58707891   
   6260000   240.74279      4.2085533      1389.9517      4837.9637      0.18936156   
   6261000   237.12513      3.0463817      1433.3325      4828.4319      0.5578414    
   6262000   234.04972      3.6390483      1417.3191      4769.0178      0.37651168   
   6263000   232.40861      4.040773       1398.4435      4727.0679      0.48734451   
   6264000   235.12497      1.4798051      1399.4807      4764.4014      0.076513069  
   6265000   238.85518      4.2561047      1437.7311      4858.7884      0.52344261   
   6266000   239.36727      4.7335068      1413.0467      4841.9069      0.55442476   
   6267000   233.97931      3.8328696      1424.3258      4775.2111     -0.14514271   
   6268000   234.66156      1.4888326      1402.1767      4760.4774      0.29424618   
   6269000   237.50764     -0.54644505     1380.4279      4777.4063      0.055138836  
   6270000   238.54173      0.75919557     1392.9251      4806.0016      0.23646192   
   6271000   238.81059     -0.24503592     1405.2991      4821.2175     -0.082222657  
   6272000   232.25408      1.7494618      1440.1025      4764.225      -0.24704669   
   6273000   233.56953      1.3303664      1397.0934      4739.6142      0.062520389  
   6274000   236.35473      1.8704067      1390.6911      4773.5941     -0.25901751   
   6275000   237.99573      4.28569        1424.0753      4832.8679      0.017772943  
   6276000   240.6203       6.1184576      1404.2132      4852.3827     -0.41453659   
   6277000   234.45387      3.3206844      1404.5116      4761.6731     -0.31419709   
   6278000   230.8797       1.6413622      1408.6727      4713.0267      0.0227973    
   6279000   233.91911      2.3629022      1420.9269      4769.481      -0.28314482   
   6280000   235.81224      5.12873        1436.0378      4814.4388     -0.20205627   
   6281000   239.36659      7.291973       1388.6744      4820.0834     -0.23309667   
   6282000   234.17353      5.4487458      1425.6045      4780.8839     -0.015192945  
   6283000   237.72636      6.9812015      1371.1702      4778.8049     -0.032077703  
   6284000   231.58032      9.1068423      1446.8674      4768.7094      0.036927718  
   6285000   237.18136      4.1042047      1398.8929      4795.8546     -0.15288788   
   6286000   237.15368      5.9826426      1405.6514      4804.0955      0.32133861   
   6287000   236.33312      8.4327622      1413.2858      4802.4419      0.041099264  
   6288000   236.99381      9.6378252      1377.7614      4777.5737      0.46333385   
   6289000   234.31435      6.5091508      1397.8749      4756.2292      0.19083439   
   6290000   236.14891      4.0350753      1404.0045      4786.1279      0.77093959   
   6291000   239.39416      2.7623676      1402.1881      4829.4619      0.24345962   
   6292000   239.67932      1.9037511      1396.3977      4826.8919      0.28919129   
   6293000   235.78232      2.9357458      1370.9498      4746.7297      0.38340601   
   6294000   230.45122      6.0124984      1387.7935      4690.3893      0.98245187   
   6295000   234.13259      5.896959       1394.5322      4749.6741      0.2828693    
   6296000   238.31939      7.1644747      1385.0309      4801.3322      0.39698514   
