dump mydmp all atom 15000 dump.lammpstrj

#Equilibrate (all WCA)
velocity all create 236.51 1337 #Set the temperature to 236.51 K
fix 1 all nvt temp 236.51 236.51 100 #use a nose-hoover thermostat to keep the temperature at 236.51 K
timestep 0.1
thermo 1000
run 10000000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 1 steps, delay 1 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12.48
  ghost atom cutoff = 12.48
  binsize = 6.24, bins = 85 85 85
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 5.76 | 5.785 | 7.227 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
   2400000   239.0297       4.2866627      1354.0459      4777.6302      0.60362094   
   2401000   234.96098      6.4805541      1338.571       4706.1465      0.23131058   
   2402000   233.32782      8.4509265      1355.3439      4701.5277      0.74555352   
   2403000   236.83061      7.7695955      1354.4041      4750.0137      0.40647393   
   2404000   237.77817      7.7717286      1373.6795      4782.846       0.26128008   
   2405000   238.68622      8.3538256      1347.226       4769.9641      0.60037764   
   2406000   231.83392      6.8200151      1350.0912      4673.2739      0.41704779   
   2407000   231.61503      5.4045614      1358.9997      4677.6358     -0.08557081   
   2408000   238.68107      7.2268952      1331.6901      4753.2277      0.26228703   
   2409000   237.9084       3.8040367      1360.6273      4767.6891      0.35339156   
   2410000   236.44614      4.2410005      1364.7322      4751.3133     -0.0076306556 
   2411000   233.92935      3.2745028      1357.739       4707.3511     -0.3288727    
   2412000   230.65704      5.0867199      1333.3164      4637.9308      0.016972003  
   2413000   234.30102      8.3787941      1335.9749      4696.0081      0.10193962   
   2414000   233.75164      7.8564968      1411.9397      4763.5918     -0.39002586   
   2415000   238.32235      9.4692226      1367.4666      4786.115      -0.23846207   
   2416000   238.31753      8.0982845      1347.2466      4764.455      -0.018562944  
   2417000   235.61457      5.0386275      1340.8508      4716.334      -0.37511556   
   2418000   234.4332       4.1116554      1318.5077      4676.1645     -0.20731088   
   2419000   235.31998      3.2079117      1330.4764      4699.9148      0.069148742  
   2420000   238.53918      1.8540938      1351.988       4766.123      -0.30062329   
   2421000   238.23693      6.3555717      1377.5988      4791.9116     -0.17301272   
   2422000   238.91549      3.1482926      1330.2633      4751.0756      0.13894428   
   2423000   233.92195      4.0891648      1331.9941      4682.3151      0.033680611  
   2424000   235.39156      6.7499776      1335.8806      4709.885       0.20128998   
   2425000   238.28308      4.2912135      1357.5514      4770.4601     -0.060319136  
   2426000   238.84584      4.3301479      1354.9386      4775.9364      0.48476761   
   2427000   237.52339      4.8318641      1351.4836      4754.0656      0.35052996   
   2428000   233.72373      6.7273301      1371.7938      4721.9175      0.14957233   
   2429000   234.92999      9.2170926      1351.001       4720.8699      0.54134036   
   2430000   237.29724      6.6377328      1365.2517      4766.4045      0.34974907   
   2431000   239.41343      4.3393015      1374.1722      4803.2985      0.45996135   
   2432000   237.8051       2.7239106      1357.0536      4761.5574      0.33111375   
   2433000   231.58327      2.8876944      1362.4056      4678.0706      0.56181622   
   2434000   235.619        3.2804946      1337.3429      4711.1314      0.53503868   
   2435000   237.3656       5.2594835      1363.3847      4764.1372      0.21201216   
   2436000   236.62319      3.2863427      1381.8679      4770.0271      0.22323457   
   2437000   237.56075      7.1098199      1320.2311      4725.6254      0.51508246   
   2438000   228.20764      4.7565076      1373.5509      4642.7966      0.309439     
   2439000   234.97156      3.9198329      1343.3606      4708.5269     -0.040648316  
   2440000   236.29982      8.242576       1379.5193      4768.009       0.30018117   
   2441000   238.39614      6.4958351      1358.6395      4775.3701     -0.010933537  
   2442000   234.09695      4.8737045      1368.1071      4721.716      -0.1615797    
   2443000   230.83298      4.32178        1350.3276      4656.6937      0.28051814   
   2444000   230.59714      6.8639148      1335.2648      4640.7994     -0.38247433   
   2445000   234.22399      9.9863698      1373.8281      4734.367      -0.20005007   
   2446000   237.97128      4.629559       1385.6024      4794.3891     -0.16706191   
   2447000   236.72325      3.8165328      1370.452       4760.5728     -0.17030438   
   2448000   234.90455      5.6205885      1333.2431      4699.1516      0.058246814  
   2449000   233.71786      10.759603      1348.644       4702.716      -0.44153834   
   2450000   237.16203      8.0302926      1387.0493      4787.6604     -0.14803344   
   2451000   238.72494      8.0291256      1382.093       4805.0602      0.23148269   
   2452000   237.52957      5.4048571      1360.5083      4763.7516     -0.19646572   
   2453000   237.47037      2.4820174      1331.2116      4730.6853      0.017606609  
   2454000   234.54482      3.7951268      1348.9198      4707.8569      0.095218843  
   2455000   239.35021      7.0635546      1315.6098      4746.5559      0.22346051   
   2456000   240.20834      6.8195667      1365.8894      4808.8671      0.097459446  
   2457000   237.31819      4.1490128      1393.2496      4792.2134      0.13416657   
   2458000   236.72681      7.9411214      1329.5093      4723.8056      0.53049107   
   2459000   233.20598      3.7810461      1365.4006      4705.1716      0.25036576   
   2460000   238.64061      1.985859       1328.1689      4743.8866     -0.11103588   
   2461000   236.90053      2.9153538      1368.3236      4760.079       0.81593018   
   2462000   235.51227      2.1229936      1366.6145      4737.7188      0.57212713   
   2463000   236.1079       6.1818399      1321.6996      4705.383       0.1472218    
   2464000   235.90513      4.1784685      1354.8408      4733.6203      0.25989928   
   2465000   237.65283      2.9633677      1349.3133      4751.8784      0.66265393   
   2466000   236.28836      4.4906411      1336.7305      4721.3043      0.74086161   
   2467000   234.90332      5.7077053      1327.1072      4693.0851      0.16309038   
   2468000   235.69604      6.0279013      1346.6224      4724.2603      0.075673326  
   2469000   236.25767      6.847686       1358.0731      4744.5649      0.70302404   
   2470000   241.1318       8.3728473      1323.8124      4781.5534      0.2582283    
   2471000   238.46152      7.1377448      1356.8553      4775.163       0.25425377   
   2472000   236.19053      7.3458911      1357.1867      4743.2162      0.0018847018 
   2473000   234.42672      6.1124918      1360.9348      4720.4998      0.054025236  
   2474000   235.23468      7.5843906      1338.8062      4711.401      -0.077440447  
   2475000   235.67427      6.4857307      1353.4727      4731.257       0.32171865   
   2476000   235.9515       7.5487486      1359.9233      4742.7364     -0.24975281   
   2477000   234.66154      11.32308       1351.2479      4719.3826      0.030128049  
   2478000   235.8275       10.760187      1330.1524      4714.4032     -0.4544094    
   2479000   233.59634      7.7129049      1358.2355      4707.5224      0.24008061   
   2480000   232.77025      8.634301       1348.961       4687.3522     -0.22994481   
   2481000   235.52244      8.1561031      1304.9931      4682.2759     -0.044159782  
   2482000   234.81279      10.006665      1325.1571      4694.1389     -0.26159148   
   2483000   236.70272      6.1638085      1332.9655      4725.1397      0.032406068  
   2484000   238.10584      4.8605319      1350.1575      4761.1001     -0.48429086   
   2485000   237.60199      4.8561827      1358.2314      4761.962       0.036729574  
   2486000   236.78487      7.4852158      1303.8272      4698.498       0.2252018    
   2487000   234.9505       3.7512808      1306.5376      4671.2339      0.21009328   
   2488000   238.46437      3.9488969      1311.6677      4726.8273     -0.28058583   
   2489000   241.84234      2.3578097      1324.4125      4786.3026      0.42275635   
   2490000   238.11234      2.6403191      1343.7622      4752.5775      0.17356522   
   2491000   234.55535      3.6742072      1335.8919      4694.8588      0.4039752    
   2492000   234.34042      5.6992207      1350.592       4708.5093      0.23963602   
   2493000   236.519        3.544762       1350.6468      4737.5741      0.40362004   
   2494000   239.92341      2.5048447      1321.6998      4756.2867      0.2398932    
   2495000   236.82183      3.5902527      1352.4314      4743.7361      0.45493636   
   2496000   235.66789      8.7104096      1348.8416      4728.7594      0.77101532   
   2497000   238.52443      4.6720409      1317.1682      4733.9101      0.20689769   
   2498000   236.44583      7.7971227      1334.1269      4724.2597      0.079091681  
   2499000   238.50212      5.4218426      1315.2684      4732.441       0.80467345   
   2500000   237.28582      6.5705227      1344.0776      4744.9999      0.45800679   
   2501000   240.44673      7.616097       1311.5742      4758.7584     -0.00047756672
   2502000   237.16686      8.2179301      1314.1834      4715.0513      0.18049916   
   2503000   236.04958      5.2249096      1336.9288      4718.8212      0.76080947   
   2504000   236.98951      2.7593073      1339.0425      4731.9148      0.22298066   
   2505000   238.37551      3.7216466      1313.149       4726.8102     -0.35117336   
   2506000   235.83094      3.511769       1333.5469      4710.5985      0.38148092   
   2507000   238.24577      4.4280946      1303.7074      4716.2192      0.048697364  
   2508000   238.71891      9.673777       1326.5801      4751.1058     -0.23225539   
   2509000   237.90441      9.709496       1316.6284      4729.5384      0.23809206   
   2510000   236.94059      9.9687546      1308.3661      4707.748      -0.10793113   
   2511000   233.01984      3.8921469      1339.3337      4676.5532     -0.070202577  
   2512000   234.57533      4.3991334      1312.9505      4672.9281     -0.21333682   
   2513000   237.18741      3.9395079      1301.274       4698.1575      0.23200966   
   2514000   233.31431      5.6060799      1341.5804      4684.7261     -0.42192859   
   2515000   237.80723      5.8319445      1299.6718      4707.3142     -0.34447238   
   2516000   234.67424      6.6170246      1344.3307      4707.9411      0.19270795   
   2517000   238.38443      5.025843       1290.318       4705.4111      0.21234987   
   2518000   238.91913      3.608198       1314.0677      4735.3919     -0.54505433   
   2519000   236.409        5.7566623      1336.8778      4724.4433     -0.07336157   
   2520000   236.57631      4.2639465      1316.0737      4704.5399      0.29147789   
   2521000   235.92657      5.144576       1322.8532      4702.9055      0.24040912   
   2522000   237.67415      3.5522366      1325.9556      4729.4145     -0.12163686   
   2523000   238.04736      7.6049247      1310.4672      4723.3175      0.33625107   
   2524000   235.65924      0.69783785     1343.6436      4715.4251      0.37178769   
   2525000   235.34898      4.630509       1333.4717      4704.7476      0.1549837    
   2526000   235.07182      7.5462057      1332.6029      4702.8297      0.28426561   
   2527000   234.57407      9.4359662      1337.5344      4702.5307      0.52879686   
   2528000   239.56755      6.023995       1313.8255      4746.8411      0.2949462    
   2529000   236.87775      6.2342558      1350.6821      4745.4306      0.36940022   
   2530000   238.07451      5.2619809      1318.479       4729.3749      0.18313155   
   2531000   237.42287      8.8783872      1309.5333      4714.7239      0.55674363   
   2532000   239.28586      4.1951813      1304.2416      4731.3989      0.1707571    
   2533000   241.76352      2.8121865      1314.4197      4775.6366      0.60061497   
   2534000   240.57214      2.6223825      1334.177       4778.1615      0.29180741   
   2535000   236.39018      6.208513       1317.1805      4704.9287      0.056474172  
   2536000   234.45981      6.2743035      1320.5364      4680.7365      0.17622618   
   2537000   236.09311      4.40483        1339.8847      4721.5796      0.48623522   
   2538000   240.00918      4.2572825      1331.0477      4768.6141     -0.014809892  
   2539000   238.85753      9.2460303      1338.2962      4764.3771      0.13117793   
   2540000   233.94376      12.137128      1377.1142      4735.7952     -0.14318798   
   2541000   237.23043      10.06489       1319.0866      4722.7109      0.32192587   
   2542000   234.93548      8.1980134      1334.9851      4703.9135     -0.24885465   
   2543000   236.33899      7.9236381      1332.2933      4721.0243     -0.10501492   
   2544000   237.08954      8.7140339      1340.8358      4741.0937      0.21742529   
   2545000   237.60983      6.6112143      1327.7472      4733.345      -0.13896994   
   2546000   237.78099      6.9672678      1317.5662      4725.9686     -0.20780494   
   2547000   237.05093      5.8830917      1331.1064      4727.9812     -0.23324723   
   2548000   238.58522      4.5315269      1320.4051      4737.876       0.2074806    
   2549000   235.80875      6.2023777      1336.1384      4715.5631     -0.056972712  
   2550000   239.85601      11.56212       1301.4766      4744.1568     -0.095287793  
   2551000   237.17598      5.5997161      1367.5231      4765.9032     -0.17545133   
   2552000   239.77255      5.2919256      1332.3815      4767.5975      0.047294064  
   2553000   234.44952      6.7917777      1340.1979      4700.7684      0.34209721   
   2554000   232.80073      6.4214392      1325.3337      4661.948       0.02182056   
   2555000   234.73884      5.1177085      1353.7505      4716.7856      0.12471577   
   2556000   237.7108       7.5939385      1353.8713      4761.8962      0.042181445  
   2557000   238.42573      10.976809      1335.0277      4756.6625      0.36661771   
   2558000   236.40013      6.680333       1337.2394      4725.6016      0.44065882   
   2559000   233.77644      5.6683658      1351.5584      4701.3771      0.43037338   
   2560000   237.17115      5.268102       1329.8314      4727.8109     -0.0067358412 
   2561000   237.4944       5.1879082      1339.6837      4742.207       0.74048121   
   2562000   238.20696      14.084788      1317.5436      4739.1568      0.36842078   
   2563000   236.21561      6.4452231      1340.0413      4725.5289      0.38632598   
   2564000   235.00696      6.5545459      1330.7201      4699.0274      0.16124673   
   2565000   240.03334      5.0717699      1314.8412      4753.5677      0.61994793   
   2566000   240.38478      3.0257096      1327.7572      4769.4649      0.59489898   
   2567000   235.77202      4.8968726      1356.8132      4734.407      -0.11449464   
   2568000   235.66511      3.7183534      1345.476       4720.3619      0.46366721   
   2569000   233.53658      3.9254079      1356.3121      4700.9566      0.45160748   
   2570000   237.84002      3.8464056      1324.7192      4730.8451      0.18490738   
   2571000   236.17583      3.2248796      1366.1591      4747.8574      0.042653231  
   2572000   236.45271      3.3755483      1353.404       4739.2136      0.13354226   
   2573000   235.84568      1.3808956      1323.8722      4699.0037      0.16954841   
   2574000   232.39825      4.3698203      1348.5606      4677.3659      0.024390531  
   2575000   237.09951      8.1864661      1353.008       4752.881      -0.12766478   
   2576000   237.92079      4.9016239      1397.6116      4805.9481      0.012539489  
   2577000   239.10326      2.8477564      1347.6983      4770.8961     -0.050578833  
   2578000   235.78529      2.8175495      1344.614       4720.3183      0.11999077   
   2579000   237.09547      3.407347       1331.4564      4726.4926     -0.31112256   
   2580000   236.86931      2.448474       1351.3937      4742.2357     -0.12042111   
   2581000   238.99826      6.2438767      1343.7605      4768.8524      0.21466512   
   2582000   237.59778      4.8916804      1349.6278      4753.3337     -0.17891904   
   2583000   235.80519      3.3698755      1334.1844      4710.7257     -0.30694596   
   2584000   235.68067      4.2306303      1348.0851      4723.7059      0.20333534   
   2585000   236.22429      6.0920626      1360.3639      4745.6226      0.16829135   
   2586000   240.06899      6.1091223      1351.312       4791.5857     -0.4691227    
   2587000   238.90203      5.1903271      1374.6525      4797.3143      0.40710814   
   2588000   237.01952      4.7460749      1352.6259      4747.9143      0.28265481   
   2589000   230.80754      9.2553211      1363.3127      4674.2485      0.032464623  
   2590000   234.0394       9.1587438      1357.4324      4714.5031      0.08382113   
   2591000   236.6705       7.858881       1367.1383      4760.5468      0.4952817    
   2592000   237.25333      8.0066993      1362.0313      4763.925       0.28674327   
   2593000   238.8105       5.7630301      1323.4617      4745.3869      0.15292487   
   2594000   235.43232      3.0905181      1339.7992      4710.7273      0.17123014   
   2595000   235.08796      4.6893949      1343.1936      4710.7944      0.71903175   
   2596000   237.26361      4.2477498      1334.2586      4732.5403      0.16762793   
   2597000   241.62325      3.9395064      1320.9229      4781.2607      0.42606463   
   2598000   238.7689       3.4829821      1375.6166      4794.6665      0.38120078   
   2599000   237.18498      7.9304222      1324.1099      4724.9496     -0.018788598  
   2600000   234.31237      6.3259571      1364.9828      4723.1256      0.52959166   
   2601000   238.43802      7.2319955      1351.6442      4769.71        0.58466048   
   2602000   234.12325      6.1944272      1401.3253      4756.6312     -0.04696619   
   2603000   234.61538      3.6499364      1349.2322      4709.0335      0.015426972  
   2604000   233.46143      3.573541       1350.3622      4693.5799      0.083492774  
   2605000   234.09135      3.4202649      1386.4473      4738.5227      0.44011911   
   2606000   238.67887      4.9041913      1375.7631      4794.9464      0.18674785   
   2607000   240.30513      6.4605347      1385.138       4829.1412     -0.34308013   
   2608000   238.39799      4.237428       1381.9839      4796.4825      0.042027509  
   2609000   234.03283      4.1280526      1347.9873      4699.9333      0.016422388  
   2610000   234.33077      5.1455534      1340.1558      4697.3814      0.074224603  
   2611000   237.30578      4.5512064      1363.8936      4763.0821     -0.083476785  
   2612000   240.15654      3.5637229      1356.9772      4795.958       0.0073648963 
   2613000   236.60677      3.5000546      1361.9634      4750.1014     -0.30803564   
   2614000   233.61793      3.725565       1336.1378      4681.7462      0.112987     
   2615000   229.28978      2.7778631      1346.4249      4629.1718      0.024757688  
   2616000   232.21262      2.9074392      1347.3989      4672.0863     -0.033487534  
   2617000   237.8066       5.542342       1329.3651      4736.7089      0.01509524   
   2618000   240.07943      4.9374561      1346.0426      4785.2941     -0.08976037   
   2619000   235.16401      4.9907908      1398.7154      4767.7056      0.083071628  
   2620000   234.03547      6.8931383      1359.3798      4714.1286      0.30072601   
   2621000   231.2165       7.5278786      1362.1049      4677.1633      0.14086713   
   2622000   235.49482      7.5640734      1384.7179      4761.0136     -0.024956775  
   2623000   239.67344      6.3850721      1379.062       4813.9535      0.19834909   
   2624000   236.91292      5.7569531      1366.5294      4761.3037      0.17661641   
   2625000   233.99753      7.1700122      1354.8266      4709.3097      0.54615477   
   2626000   234.44393      7.5081204      1357.4485      4718.6553     -0.042604661  
   2627000   240.92187      5.6945874      1351.4019      4803.4616      0.31942453   
   2628000   242.65032      7.3925652      1340.9386      4819.4216      0.3534105    
   2629000   238.221        7.5514838      1338.5734      4753.8543      0.31160526   
   2630000   234.71505      6.8587578      1361.8352      4726.271       0.33177484   
   2631000   237.34363      5.394704       1339.4329      4740.0063      0.21911532   
   2632000   238.34081      5.1209047      1366.8118      4781.3759      0.43688246   
   2633000   239.46774      7.7947678      1371.9109      4805.2696      0.29859675   
   2634000   235.95835      6.0847633      1370.3092      4751.7564      0.097637715  
   2635000   233.83028      7.7464911      1343.447       4696.114       0.13511657   
   2636000   233.18344      7.7882054      1368.1527      4711.6085      0.20964963   
   2637000   238.42701      4.9634138      1406.6944      4822.3341      0.23715667   
   2638000   239.70928      4.8879692      1370.1137      4804.0206      0.2285052    
   2639000   234.4319       3.6435701      1368.9304      4726.1005     -0.23770865   
   2640000   233.75319      1.7346901      1359.682       4705.2344      0.10742007   
   2641000   235.42048      5.4058618      1364.1656      4737.2396      0.22178515   
   2642000   239.90915      6.0129375      1377.4367      4815.3278     -0.05377336   
   2643000   242.07892      6.3058284      1356.6679      4825.8903     -0.17601707   
   2644000   234.20349      5.6783819      1358.817       4714.7546     -0.098080751  
   2645000   235.85518      7.1229061      1323.6964      4704.7058     -0.010578108  
   2646000   238.65913      7.4330103      1330.6283      4752.0581      0.26156143   
   2647000   241.05654      6.5922432      1339.8686      4794.7523     -0.2379186    
   2648000   238.05553      6.8482792      1352.1422      4764.3529     -0.050367991  
   2649000   231.11129      7.0487673      1356.2371      4669.3116     -0.022576409  
   2650000   232.83994      9.7202175      1354.7635      4695.2375      0.23823821   
   2651000   238.18041      12.102003      1356.9728      4776.2235     -0.0013166533 
   2652000   237.63952      7.1033198      1368.868       4775.3828     -0.071109264  
   2653000   235.73853      5.0366499      1364.9274      4742.1818      0.24790965   
   2654000   231.55778      5.6838397      1373.1931      4691.2896      0.077531752  
   2655000   230.57212      5.4930745      1348.1724      4651.9783      0.33046476   
   2656000   234.82407      6.9337964      1339.3046      4705.375      -0.13360085   
   2657000   237.60609      6.1529588      1379.3945      4784.4805      0.45860676   
   2658000   242.04729      5.2356209      1328.4626      4796.1623      0.41843045   
   2659000   237.54528      3.8863639      1340.3233      4742.2729      0.13732571   
   2660000   234.92245      4.9088623      1343.0179      4708.4707      0.36280453   
   2661000   238.26687      4.3707643      1322.1414      4734.8977      0.49117889   
   2662000   237.90941      5.6543715      1361.3763      4770.3027      0.015198017  
   2663000   240.26904      6.0045613      1346.6312      4789.6622      0.52087519   
   2664000   235.07132      8.4413684      1370.6743      4741.7892      0.54238638   
   2665000   233.70381      7.859973       1362.6191      4713.5904      0.19469467   
   2666000   236.86338      9.2940838      1347.4629      4745.0657      0.17438296   
   2667000   238.3061       8.0660252      1404.2237      4821.2364      0.4788928    
   2668000   239.12594      8.2062259      1402.6027      4831.4833      0.33248315   
   2669000   235.48567      4.679154       1378.9951      4752.2749     -0.10549672   
   2670000   234.00752      7.1243577      1368.9043      4723.4846      0.1978986    
   2671000   235.35546      8.3945936      1370.1266      4745.2593      0.28112444   
   2672000   236.51016      6.0037636      1391.9432      4781.2028     -0.069473678  
   2673000   238.14543      5.0077958      1374.1852      4785.8413      0.25773539   
   2674000   232.99853      6.4560323      1380.5141      4719.9926     -0.31123093   
   2675000   236.50958      5.7400143      1360.8069      4749.7946      0.051728096  
   2676000   237.47128      7.2286386      1344.4471      4748.6805     -0.086323191  
   2677000   237.30438      7.9563393      1325.8281      4728.4017      0.11602683   
   2678000   232.01067      2.5670091      1377.7029      4699.1611     -0.3195537    
   2679000   236.02273      5.2945295      1333.6575      4715.2353     -0.35766843   
   2680000   236.43433      10.379387      1349.485       4742.0356      0.55690022   
   2681000   240.2476       7.8637004      1358.349       4802.9324     -0.098717531  
   2682000   237.86515      6.2682957      1372.8496      4781.7569     -0.53141174   
   2683000   234.36241      7.4356479      1355.5542      4715.5225     -0.045947391  
   2684000   233.45709      8.6495095      1343.0388      4691.2704      0.56462402   
   2685000   236.62571      15.139792      1351.867       4751.9157     -0.045125431  
   2686000   237.79773      14.040903      1402.1982      4817.9137     -0.097857033  
   2687000   238.04062      8.0661984      1382.2233      4795.4385      0.17208952   
   2688000   233.84507      6.0574246      1378.8513      4730.0408      0.365444     
   2689000   232.4602       4.916222       1373.565       4703.8028      0.35938984   
   2690000   237.99527      5.2489579      1339.9506      4749.6999     -0.010656567  
   2691000   235.69334      8.2017323      1387.9361      4767.7093      0.61147391   
   2692000   236.76729      9.8676952      1372.8903      4769.6921      0.34492787   
   2693000   234.5836       7.4909014      1383.4559      4746.6435      0.12856816   
   2694000   234.90896      6.7062192      1345.5415      4712.5987      0.7507102    
   2695000   233.7769       6.7367768      1388.1275      4739.0211     -0.021614968  
   2696000   238.86673      10.163252      1370.4043      4797.534       0.63077984   
   2697000   236.55955      7.0080392      1372.7699      4763.7404      0.34293776   
   2698000   236.07558      13.071039      1347.3722      4737.4826      0.28407783   
   2699000   237.68378      10.34561       1364.7708      4775.1609      0.38922424   
   2700000   237.78666      7.3565671      1413.5361      4822.4088      0.04022751   
   2701000   237.59257      9.8499086      1368.1055      4776.695       0.37017776   
   2702000   233.52234      11.094394      1375.7913      4727.4012      0.13767586   
   2703000   232.48573      5.6189223      1373.7313      4705.037       0.2365589    
   2704000   231.8319       4.2125717      1363.388       4683.9344      0.15229364   
   2705000   233.97357      4.6222686      1371.7763      4723.3688     -0.15443555   
   2706000   239.7992       6.1208552      1356.4668      4792.8931      0.15789992   
   2707000   238.22147      7.5663506      1375.3052      4790.6076      0.026078157  
   2708000   237.66454      7.0416161      1329.8561      4736.667      -0.18974492   
   2709000   232.93761      5.06694        1320.8834      4658.1013      0.0679787    
   2710000   234.2204       6.6620429      1342.6915      4699.8546      0.0036639773 
   2711000   237.32514      4.8469868      1347.816       4747.5771     -0.064096485  
   2712000   236.28714      4.3648545      1387.0694      4771.4999     -0.22825363   
   2713000   239.31561      4.1596501      1352.4283      4779.9756      0.0016736676 
   2714000   234.36591      8.3190544      1354.3048      4715.2065     -0.045069396  
   2715000   233.62233      8.0511806      1329.6019      4679.5989     -0.0051839241 
   2716000   235.55297      8.1328917      1382.298       4759.9944      0.12903011   
   2717000   239.99007      6.760624       1383.0387      4822.835       0.010979104  
   2718000   237.92578      4.0301371      1365.6916      4773.2281     -0.25474516   
   2719000   235.03104      3.6686617      1352.3945      4718.1605      0.080628144  
   2720000   234.00037      2.2498002      1367.6834      4717.2868      0.38032288   
   2721000   239.76104      3.1603132      1348.6574      4781.5771      0.43109228   
   2722000   239.76933      5.1436134      1388.0008      4823.0224     -0.29093854   
   2723000   239.52076      5.2541691      1356.2316      4787.8081      0.22675373   
   2724000   238.25485      2.8955357      1334.4788      4745.5879      0.54685715   
   2725000   237.2714       4.3322948      1335.5467      4734.0244      0.36614464   
   2726000   234.25235      5.8984695      1385.9127      4742.7693      0.077495444  
   2727000   239.80044      5.6103303      1365.6374      4801.5708      0.42070806   
   2728000   238.10556      7.3319807      1387.994       4801.4039      0.64349628   
   2729000   236.38589      5.258116       1335.5403      4722.2766      0.13847002   
   2730000   230.95268      6.3682779      1367.3848      4677.5098      0.31016952   
   2731000   235.47699      11.132518      1370.2133      4749.8224      0.27635489   
   2732000   237.21844      8.2801411      1394.6497      4796.3176      0.61988188   
   2733000   234.99615      6.4958551      1404.861       4772.955       0.093531169  
   2734000   236.02291      6.0075071      1354.2897      4736.5831      0.18542455   
   2735000   235.45839      4.8104397      1357.6663      4730.6872      0.13276918   
   2736000   238.75129      7.7007725      1397.6396      4820.6556      0.25506515   
   2737000   236.95124      4.118471       1401.2963      4794.9804      0.33910473   
   2738000   235.82113      1.8621611      1358.9194      4734.181       0.0084934468 
   2739000   233.41277      4.5940729      1353.2339      4696.7761     -0.17567699   
   2740000   234.46077      2.9304619      1389.2731      4746.1432     -0.1221365    
   2741000   239.83263      4.3968902      1387.9401      4823.1205     -0.032865223  
   2742000   239.32162      3.4386664      1358.8045      4785.7168      0.32368762   
   2743000   234.86361      2.703895       1366.4332      4728.8392     -0.38592027   
   2744000   235.24105      2.4299136      1361.8382      4729.3695     -0.38238944   
   2745000   238.6077       5.7225247      1354.654       4773.6376      0.032575953  
   2746000   241.85516      6.681506       1383.5291      4849.9263      0.19466056   
   2747000   240.27177      7.7043345      1401.6969      4846.4666      0.021162436  
   2748000   232.63382      8.1181296      1410.0241      4745.9474     -0.54962644   
   2749000   235.07152      10.263968      1355.285       4728.2254      0.019799539  
   2750000   235.55139      6.3110264      1380.3234      4756.1752      0.36203448   
   2751000   236.72401      4.6718132      1403.4158      4794.4027      0.069321936  
   2752000   238.48525      6.1262279      1378.4944      4796.13       -0.19258969   
   2753000   232.07229      5.7869531      1384.7469      4710.3064      0.018739273  
   2754000   233.53338      7.0677264      1346.93        4694.6711      0.15009884   
   2755000   238.32605      8.4054772      1356.1846      4773.8221      0.52918389   
   2756000   239.47783      10.565059      1371.9356      4808.2088      0.15471818   
   2757000   238.35527      14.014469      1359.9343      4783.5989     -0.032092355  
   2758000   235.87505      15.204647      1359.9762      4749.3515      0.32783117   
   2759000   236.97276      9.0448189      1342.2746      4741.1928      0.64333836   
   2760000   237.15944      8.3050077      1361.8341      4762.683       0.12632025   
   2761000   236.60473      4.6682307      1403.3327      4792.6096      0.52026361   
   2762000   238.43795      5.4750704      1375.1615      4791.4694      0.065569469  
   2763000   236.20049      3.1280717      1369.2481      4751.2024      0.59896565   
   2764000   233.24861      4.3960891      1336.7485      4677.7443      0.20880784   
   2765000   234.36527      5.7080419      1348.694       4706.9756      0.27422286   
   2766000   233.36088      8.0078972      1415.2662      4761.4799      0.42967557   
   2767000   237.18647      7.042484       1388.4722      4788.4453      0.19023935   
   2768000   234.72719      8.9414084      1405.2182      4771.9103      0.38880187   
   2769000   235.11254      6.5059437      1375.5431      4745.3122      0.0076444173 
   2770000   233.01028      4.9700204      1360.8876      4699.0481      0.34944788   
   2771000   231.67567      3.4407387      1368.3273      4685.867       0.085289189  
   2772000   236.78727      4.410551       1355.4026      4747.0331      0.24304195   
   2773000   240.62216      6.7179866      1376.4993      4825.2951     -0.021677086  
   2774000   240.04545      6.5604839      1356.5195      4796.908      -0.035569261  
   2775000   236.53483      6.5698958      1346.6825      4736.8612      0.16487297   
   2776000   236.25687      4.2041595      1346.8462      4730.683       0.046648154  
   2777000   239.16634      5.6857184      1353.1937      4780.1318     -0.014104508  
   2778000   242.53419      6.4837663      1391.2069      4867.1198      0.079644586  
   2779000   239.67687      5.6460913      1372.1372      4806.3388     -0.20848721   
   2780000   234.00884      5.060739       1390.3491      4742.8846      0.080891557  
   2781000   232.56886      8.5573652      1392.3622      4727.7955      0.019728457  
   2782000   238.14384      6.4691622      1361.1335      4774.2282      0.12702087   
   2783000   240.02719      1.9124776      1392.8523      4828.3315     -0.36683295   
   2784000   243.52614      2.5173074      1379.2827      4865.4189      0.058773391  
   2785000   239.95217      2.8555517      1393.3451      4828.6942      0.34310721   
   2786000   233.31223      2.0940821      1382.7052      4722.3092      0.059421566  
   2787000   236.01958      1.6831994      1346.31        4724.2314     -0.049672808  
